CMDLINE C:\Users\Sourour\AppData\Local\Programs\Python\Python311\python.exe Scraper(Motory)[SD]{Modified}.py
MEM 128.703125 1707397162.5395
MEM 128.703125 1707397162.6400
MEM 128.703125 1707397162.7406
MEM 128.703125 1707397162.8412
MEM 128.703125 1707397162.9417
MEM 128.703125 1707397163.0423
MEM 128.703125 1707397163.1427
MEM 128.703125 1707397163.2433
MEM 128.703125 1707397163.3437
MEM 128.703125 1707397163.4442
MEM 128.703125 1707397163.5449
MEM 128.703125 1707397163.6454
MEM 128.703125 1707397163.7459
MEM 128.703125 1707397163.8465
MEM 128.703125 1707397163.9473
MEM 128.703125 1707397164.0479
MEM 128.703125 1707397164.1486
MEM 128.703125 1707397164.2491
MEM 128.703125 1707397164.3497
MEM 128.703125 1707397164.4502
MEM 128.703125 1707397164.5509
MEM 128.703125 1707397164.6514
MEM 128.703125 1707397164.7516
MEM 128.703125 1707397164.8520
MEM 128.703125 1707397164.9526
MEM 128.703125 1707397165.0531
MEM 128.703125 1707397165.1536
MEM 128.703125 1707397165.2541
MEM 128.703125 1707397165.3547
MEM 128.703125 1707397165.4553
MEM 128.703125 1707397165.5559
MEM 128.703125 1707397165.6564
MEM 128.703125 1707397165.7570
MEM 128.703125 1707397165.8575
MEM 128.703125 1707397165.9581
MEM 128.703125 1707397166.0586
MEM 128.703125 1707397166.1592
MEM 128.703125 1707397166.2598
MEM 128.703125 1707397166.3605
MEM 128.703125 1707397166.4610
MEM 128.703125 1707397166.5616
MEM 128.703125 1707397166.6621
MEM 128.703125 1707397166.7627
MEM 128.703125 1707397166.8633
MEM 128.703125 1707397166.9638
MEM 128.703125 1707397167.0645
MEM 128.703125 1707397167.1650
MEM 128.703125 1707397167.2656
MEM 128.703125 1707397167.3662
MEM 128.703125 1707397167.4664
MEM 128.703125 1707397167.5670
MEM 128.703125 1707397167.6676
MEM 128.703125 1707397167.7682
MEM 128.703125 1707397167.8687
MEM 128.703125 1707397167.9699
MEM 128.703125 1707397168.0704
MEM 128.703125 1707397168.1710
MEM 128.703125 1707397168.2712
MEM 128.703125 1707397168.3716
MEM 128.703125 1707397168.4723
MEM 128.703125 1707397168.5728
MEM 128.703125 1707397168.6734
MEM 128.703125 1707397168.7740
MEM 128.703125 1707397168.8746
MEM 128.703125 1707397168.9752
MEM 128.703125 1707397169.0758
MEM 128.703125 1707397169.1764
MEM 128.703125 1707397169.2769
MEM 128.703125 1707397169.3774
MEM 128.703125 1707397169.4780
MEM 128.703125 1707397169.5786
MEM 128.703125 1707397169.6790
MEM 128.703125 1707397169.7797
MEM 128.703125 1707397169.8799
MEM 128.703125 1707397169.9806
MEM 128.703125 1707397170.0809
MEM 128.703125 1707397170.1814
MEM 128.703125 1707397170.2820
MEM 128.703125 1707397170.3824
MEM 128.703125 1707397170.4831
MEM 128.703125 1707397170.5836
MEM 128.703125 1707397170.6843
MEM 128.703125 1707397170.7848
MEM 128.703125 1707397170.8854
MEM 128.703125 1707397170.9859
MEM 128.703125 1707397171.0864
MEM 128.703125 1707397171.1870
MEM 128.703125 1707397171.2876
MEM 128.703125 1707397171.3881
MEM 128.703125 1707397171.4886
MEM 128.703125 1707397171.5893
MEM 128.703125 1707397171.6899
MEM 128.703125 1707397171.7904
MEM 128.703125 1707397171.8909
MEM 128.703125 1707397171.9915
MEM 128.703125 1707397172.0921
MEM 128.703125 1707397172.1927
MEM 128.703125 1707397172.2933
MEM 128.703125 1707397172.3938
MEM 128.703125 1707397172.4944
MEM 128.703125 1707397172.5949
MEM 128.703125 1707397172.6955
MEM 128.703125 1707397172.7961
MEM 128.703125 1707397172.8967
MEM 128.703125 1707397172.9972
MEM 128.703125 1707397173.0978
MEM 128.703125 1707397173.1981
MEM 128.703125 1707397173.2986
MEM 128.703125 1707397173.3991
MEM 128.703125 1707397173.4996
MEM 128.703125 1707397173.6001
MEM 128.703125 1707397173.7008
MEM 128.703125 1707397173.8014
MEM 128.703125 1707397173.9018
MEM 128.703125 1707397174.0024
MEM 128.703125 1707397174.1026
MEM 128.703125 1707397174.2031
MEM 128.703125 1707397174.3036
MEM 128.703125 1707397174.4041
MEM 128.703125 1707397174.5047
MEM 128.703125 1707397174.6053
MEM 128.703125 1707397174.7058
MEM 128.703125 1707397174.8064
MEM 128.703125 1707397174.9069
MEM 128.703125 1707397175.0075
MEM 128.703125 1707397175.1078
MEM 128.703125 1707397175.2085
MEM 128.703125 1707397175.3088
MEM 128.703125 1707397175.4092
MEM 128.703125 1707397175.5100
MEM 128.703125 1707397175.6101
MEM 128.703125 1707397175.7106
MEM 128.703125 1707397175.8113
MEM 128.703125 1707397175.9119
MEM 128.703125 1707397176.0125
MEM 128.703125 1707397176.1129
MEM 128.703125 1707397176.2133
MEM 128.703125 1707397176.3138
MEM 128.703125 1707397176.4143
MEM 128.703125 1707397176.5145
MEM 128.703125 1707397176.6150
MEM 128.703125 1707397176.7155
MEM 128.703125 1707397176.8161
MEM 128.738281 1707397176.9164
MEM 128.781250 1707397177.0169
MEM 128.781250 1707397177.1174
MEM 128.781250 1707397177.2182
MEM 128.781250 1707397177.3187
MEM 128.949219 1707397177.4193
MEM 129.003906 1707397177.5199
MEM 131.140625 1707397177.6204
MEM 131.140625 1707397177.7209
MEM 131.140625 1707397177.8215
MEM 131.140625 1707397177.9220
MEM 131.140625 1707397178.0225
MEM 131.140625 1707397178.1231
MEM 131.140625 1707397178.2239
MEM 131.140625 1707397178.3244
MEM 131.140625 1707397178.4251
MEM 129.707031 1707397178.5256
MEM 129.707031 1707397178.6262
MEM 129.707031 1707397178.7267
MEM 129.707031 1707397178.8269
MEM 129.707031 1707397178.9275
MEM 129.707031 1707397179.0279
MEM 129.707031 1707397179.1284
MEM 129.707031 1707397179.2290
MEM 129.707031 1707397179.3296
MEM 129.707031 1707397179.4299
MEM 129.707031 1707397179.5305
MEM 129.707031 1707397179.6310
MEM 129.707031 1707397179.7316
MEM 129.707031 1707397179.8317
MEM 129.707031 1707397179.9323
MEM 129.707031 1707397180.0328
MEM 129.707031 1707397180.1331
MEM 129.707031 1707397180.2336
MEM 129.707031 1707397180.3342
MEM 129.707031 1707397180.4349
MEM 129.707031 1707397180.5356
MEM 129.707031 1707397180.6361
MEM 129.707031 1707397180.7366
MEM 129.707031 1707397180.8372
MEM 129.707031 1707397180.9379
MEM 129.707031 1707397181.0383
MEM 129.707031 1707397181.1387
MEM 129.707031 1707397181.2393
MEM 129.707031 1707397181.3398
MEM 129.707031 1707397181.4402
MEM 129.707031 1707397181.5407
MEM 129.707031 1707397181.6414
MEM 129.707031 1707397181.7418
MEM 129.707031 1707397181.8424
MEM 129.707031 1707397181.9429
MEM 129.707031 1707397182.0435
MEM 129.707031 1707397182.1440
MEM 129.707031 1707397182.2446
MEM 129.707031 1707397182.3447
MEM 129.707031 1707397182.4452
MEM 129.707031 1707397182.5458
MEM 129.707031 1707397182.6464
MEM 129.707031 1707397182.7469
MEM 129.707031 1707397182.8475
MEM 129.707031 1707397182.9481
MEM 129.707031 1707397183.0486
MEM 129.707031 1707397183.1489
MEM 129.707031 1707397183.2495
MEM 129.707031 1707397183.3501
MEM 129.707031 1707397183.4506
MEM 129.707031 1707397183.5511
MEM 129.707031 1707397183.6519
MEM 129.707031 1707397183.7524
MEM 129.707031 1707397183.8530
MEM 129.707031 1707397183.9535
MEM 129.707031 1707397184.0541
MEM 129.707031 1707397184.1547
MEM 129.707031 1707397184.2553
MEM 129.707031 1707397184.3559
MEM 129.707031 1707397184.4566
MEM 129.707031 1707397184.5571
MEM 129.707031 1707397184.6575
MEM 129.707031 1707397184.7578
MEM 129.707031 1707397184.8583
MEM 129.707031 1707397184.9588
MEM 129.707031 1707397185.0593
MEM 129.707031 1707397185.1600
MEM 129.707031 1707397185.2605
MEM 129.707031 1707397185.3610
MEM 129.707031 1707397185.4615
MEM 129.707031 1707397185.5620
MEM 129.707031 1707397185.6625
MEM 129.707031 1707397185.7630
MEM 129.707031 1707397185.8636
MEM 129.707031 1707397185.9641
MEM 129.707031 1707397186.0647
MEM 129.707031 1707397186.1653
MEM 129.707031 1707397186.2658
MEM 129.707031 1707397186.3662
MEM 129.707031 1707397186.4667
MEM 129.707031 1707397186.5673
MEM 129.707031 1707397186.6678
MEM 129.707031 1707397186.7682
MEM 129.707031 1707397186.8688
MEM 129.707031 1707397186.9694
MEM 129.707031 1707397187.0698
MEM 129.707031 1707397187.1703
MEM 129.707031 1707397187.2708
MEM 129.707031 1707397187.3714
MEM 129.707031 1707397187.4720
MEM 129.707031 1707397187.5725
MEM 129.707031 1707397187.6731
MEM 129.707031 1707397187.7736
MEM 129.707031 1707397187.8741
MEM 129.707031 1707397187.9747
MEM 129.707031 1707397188.0753
MEM 129.707031 1707397188.1758
MEM 129.707031 1707397188.2765
MEM 129.707031 1707397188.3771
MEM 129.707031 1707397188.4777
MEM 129.707031 1707397188.5787
MEM 129.707031 1707397188.6794
MEM 129.707031 1707397188.7800
MEM 129.707031 1707397188.8805
MEM 129.707031 1707397188.9806
MEM 129.707031 1707397189.0813
MEM 129.707031 1707397189.1818
MEM 129.707031 1707397189.2823
MEM 129.707031 1707397189.3828
MEM 129.707031 1707397189.4833
MEM 129.707031 1707397189.5839
MEM 129.707031 1707397189.6844
MEM 129.707031 1707397189.7850
MEM 129.707031 1707397189.8855
MEM 129.707031 1707397189.9857
MEM 129.707031 1707397190.0863
MEM 129.707031 1707397190.1867
MEM 129.707031 1707397190.2872
MEM 129.707031 1707397190.3879
MEM 129.707031 1707397190.4884
MEM 129.707031 1707397190.5890
MEM 129.707031 1707397190.6895
MEM 129.707031 1707397190.7902
MEM 129.707031 1707397190.8905
MEM 129.707031 1707397190.9911
MEM 129.707031 1707397191.0913
MEM 129.707031 1707397191.1916
MEM 129.707031 1707397191.2923
MEM 129.707031 1707397191.3926
MEM 129.707031 1707397191.4932
MEM 129.707031 1707397191.5937
MEM 129.707031 1707397191.6942
MEM 129.707031 1707397191.7948
MEM 129.707031 1707397191.8953
MEM 129.707031 1707397191.9958
MEM 129.707031 1707397192.0965
MEM 129.707031 1707397192.1971
MEM 129.707031 1707397192.2976
MEM 129.707031 1707397192.3981
MEM 129.707031 1707397192.4988
MEM 129.707031 1707397192.5993
MEM 129.707031 1707397192.6999
MEM 129.707031 1707397192.8006
MEM 129.707031 1707397192.9012
MEM 129.707031 1707397193.0018
MEM 129.707031 1707397193.1023
MEM 129.707031 1707397193.2027
MEM 129.707031 1707397193.3030
MEM 129.707031 1707397193.4035
MEM 129.707031 1707397193.5040
MEM 129.707031 1707397193.6044
MEM 129.707031 1707397193.7049
MEM 129.707031 1707397193.8055
MEM 129.707031 1707397193.9060
MEM 129.707031 1707397194.0066
MEM 129.707031 1707397194.1072
MEM 129.707031 1707397194.2078
MEM 129.707031 1707397194.3083
MEM 129.707031 1707397194.4089
MEM 129.707031 1707397194.5096
MEM 129.707031 1707397194.6101
MEM 129.707031 1707397194.7107
MEM 129.707031 1707397194.8112
MEM 129.707031 1707397194.9115
MEM 129.707031 1707397195.0120
MEM 129.707031 1707397195.1125
MEM 129.707031 1707397195.2131
MEM 129.707031 1707397195.3136
MEM 129.707031 1707397195.4139
MEM 129.707031 1707397195.5145
MEM 129.707031 1707397195.6151
MEM 129.707031 1707397195.7157
MEM 129.707031 1707397195.8162
MEM 129.707031 1707397195.9168
MEM 129.707031 1707397196.0174
MEM 129.707031 1707397196.1178
MEM 129.734375 1707397196.2183
MEM 129.714844 1707397196.3189
MEM 129.714844 1707397196.4194
MEM 129.714844 1707397196.5201
MEM 129.714844 1707397196.6203
MEM 129.718750 1707397196.7209
MEM 131.835938 1707397196.8215
MEM 131.867188 1707397196.9220
MEM 131.867188 1707397197.0226
MEM 131.867188 1707397197.1230
MEM 131.867188 1707397197.2236
MEM 131.867188 1707397197.3242
MEM 131.867188 1707397197.4247
MEM 131.867188 1707397197.5248
MEM 131.867188 1707397197.6250
MEM 131.867188 1707397197.7331
MEM 130.445312 1707397197.8341
MEM 130.445312 1707397197.9346
MEM 130.445312 1707397198.0352
MEM 130.445312 1707397198.1358
MEM 130.445312 1707397198.2363
MEM 130.445312 1707397198.3368
MEM 130.445312 1707397198.4373
MEM 130.445312 1707397198.5379
MEM 130.445312 1707397198.6384
MEM 130.445312 1707397198.7390
MEM 130.445312 1707397198.8395
MEM 130.445312 1707397198.9402
MEM 130.445312 1707397199.0408
MEM 130.445312 1707397199.1414
MEM 130.445312 1707397199.2419
MEM 130.445312 1707397199.3425
MEM 130.445312 1707397199.4431
MEM 130.445312 1707397199.5437
MEM 130.445312 1707397199.6443
MEM 130.445312 1707397199.7445
MEM 130.445312 1707397199.8452
MEM 130.445312 1707397199.9458
MEM 130.445312 1707397200.0463
MEM 130.445312 1707397200.1468
MEM 130.445312 1707397200.2474
MEM 130.445312 1707397200.3479
MEM 130.445312 1707397200.4485
MEM 130.445312 1707397200.5490
MEM 130.445312 1707397200.6495
MEM 130.445312 1707397200.7498
MEM 130.445312 1707397200.8505
MEM 130.445312 1707397200.9509
MEM 130.445312 1707397201.0515
MEM 130.445312 1707397201.1521
MEM 130.445312 1707397201.2526
MEM 130.445312 1707397201.3531
MEM 130.445312 1707397201.4537
MEM 130.445312 1707397201.5541
MEM 130.445312 1707397201.6547
MEM 130.445312 1707397201.7554
MEM 130.445312 1707397201.8558
MEM 130.445312 1707397201.9564
MEM 130.445312 1707397202.0570
MEM 130.445312 1707397202.1576
MEM 130.445312 1707397202.2582
MEM 130.445312 1707397202.3587
MEM 130.445312 1707397202.4593
MEM 130.445312 1707397202.5598
MEM 130.445312 1707397202.6603
MEM 130.445312 1707397202.7608
MEM 130.445312 1707397202.8614
MEM 130.445312 1707397202.9620
MEM 130.445312 1707397203.0625
MEM 130.445312 1707397203.1632
MEM 130.445312 1707397203.2638
MEM 130.445312 1707397203.3642
MEM 130.445312 1707397203.4649
MEM 130.445312 1707397203.5654
MEM 130.445312 1707397203.6659
MEM 130.445312 1707397203.7664
MEM 130.445312 1707397203.8671
MEM 130.445312 1707397203.9677
MEM 130.445312 1707397204.0683
MEM 130.445312 1707397204.1688
MEM 130.445312 1707397204.2695
MEM 130.445312 1707397204.3700
MEM 130.445312 1707397204.4706
MEM 130.445312 1707397204.5716
MEM 130.445312 1707397204.6721
MEM 130.445312 1707397204.7727
MEM 130.445312 1707397204.8732
MEM 130.445312 1707397204.9737
MEM 130.445312 1707397205.0743
MEM 130.445312 1707397205.1748
MEM 130.445312 1707397205.2754
MEM 130.445312 1707397205.3758
MEM 130.445312 1707397205.4764
MEM 130.445312 1707397205.5769
MEM 130.445312 1707397205.6774
MEM 130.445312 1707397205.7780
MEM 130.445312 1707397205.8785
MEM 130.445312 1707397205.9790
MEM 130.445312 1707397206.0794
MEM 130.445312 1707397206.1800
MEM 130.445312 1707397206.2805
MEM 130.445312 1707397206.3810
MEM 130.445312 1707397206.4818
MEM 130.445312 1707397206.5823
MEM 130.445312 1707397206.6828
MEM 130.445312 1707397206.7834
MEM 130.445312 1707397206.8841
MEM 130.445312 1707397206.9846
MEM 130.445312 1707397207.0851
MEM 130.445312 1707397207.1856
MEM 130.445312 1707397207.2862
MEM 130.445312 1707397207.3869
MEM 130.445312 1707397207.4874
MEM 130.445312 1707397207.5880
MEM 130.445312 1707397207.6885
MEM 130.445312 1707397207.7887
MEM 130.445312 1707397207.8893
MEM 130.445312 1707397207.9898
MEM 130.445312 1707397208.0904
MEM 130.445312 1707397208.1906
MEM 130.445312 1707397208.2909
MEM 130.445312 1707397208.3911
MEM 130.445312 1707397208.4916
MEM 130.445312 1707397208.5923
MEM 130.445312 1707397208.6929
MEM 130.445312 1707397208.7933
MEM 130.445312 1707397208.8938
MEM 130.445312 1707397208.9944
MEM 130.445312 1707397209.1105
MEM 130.445312 1707397209.2110
MEM 130.445312 1707397209.3112
MEM 130.445312 1707397209.4118
MEM 130.445312 1707397209.5124
MEM 130.445312 1707397209.6130
MEM 130.445312 1707397209.7136
MEM 130.445312 1707397209.8142
MEM 130.445312 1707397209.9147
MEM 130.445312 1707397210.0153
MEM 130.445312 1707397210.1159
MEM 130.445312 1707397210.2164
MEM 130.445312 1707397210.3168
MEM 130.445312 1707397210.4171
MEM 130.445312 1707397210.5177
MEM 130.445312 1707397210.6183
MEM 130.445312 1707397210.7189
MEM 130.445312 1707397210.8194
MEM 130.445312 1707397210.9199
MEM 130.445312 1707397211.0203
MEM 130.445312 1707397211.1209
MEM 130.445312 1707397211.2211
MEM 130.445312 1707397211.3216
MEM 130.445312 1707397211.4219
MEM 130.445312 1707397211.5225
MEM 130.445312 1707397211.6230
MEM 130.445312 1707397211.7236
MEM 130.445312 1707397211.8241
MEM 130.445312 1707397211.9247
MEM 130.445312 1707397212.0253
MEM 130.445312 1707397212.1258
MEM 130.445312 1707397212.2264
MEM 130.445312 1707397212.3269
MEM 130.445312 1707397212.4272
MEM 130.445312 1707397212.5277
MEM 130.445312 1707397212.6282
MEM 130.445312 1707397212.7288
MEM 130.445312 1707397212.8293
MEM 130.445312 1707397212.9298
MEM 130.445312 1707397213.0304
MEM 130.445312 1707397213.1309
MEM 130.445312 1707397213.2314
MEM 130.445312 1707397213.3320
MEM 130.445312 1707397213.4326
MEM 130.445312 1707397213.5337
MEM 130.445312 1707397213.6343
MEM 130.445312 1707397213.7347
MEM 130.445312 1707397213.8352
MEM 130.445312 1707397213.9358
MEM 130.445312 1707397214.0363
MEM 130.445312 1707397214.1368
MEM 130.445312 1707397214.2374
MEM 130.445312 1707397214.3379
MEM 130.445312 1707397214.4384
MEM 130.445312 1707397214.5390
MEM 130.445312 1707397214.6395
MEM 130.445312 1707397214.7402
MEM 130.445312 1707397214.8407
MEM 130.445312 1707397214.9413
MEM 130.445312 1707397215.0419
MEM 130.445312 1707397215.1420
MEM 130.445312 1707397215.2426
MEM 130.445312 1707397215.3432
MEM 130.445312 1707397215.4438
MEM 130.445312 1707397215.5444
MEM 130.421875 1707397215.6450
MEM 130.421875 1707397215.7454
MEM 130.421875 1707397215.8459
MEM 130.421875 1707397215.9463
MEM 130.421875 1707397216.0470
MEM 130.421875 1707397216.1476
MEM 132.890625 1707397216.2486
MEM 132.890625 1707397216.3492
MEM 132.890625 1707397216.4497
MEM 132.890625 1707397216.5503
MEM 132.890625 1707397216.6509
MEM 132.890625 1707397216.7516
MEM 132.890625 1707397216.8519
MEM 132.890625 1707397216.9520
MEM 132.890625 1707397217.0526
MEM 132.890625 1707397217.1533
MEM 131.460938 1707397217.2539
MEM 131.460938 1707397217.3545
MEM 131.460938 1707397217.4549
MEM 131.460938 1707397217.5554
MEM 131.460938 1707397217.6559
MEM 131.460938 1707397217.7565
MEM 131.460938 1707397217.8569
MEM 131.460938 1707397217.9574
MEM 131.460938 1707397218.0579
MEM 131.460938 1707397218.1584
MEM 131.460938 1707397218.2590
MEM 131.460938 1707397218.3595
MEM 131.460938 1707397218.4601
MEM 131.460938 1707397218.5606
MEM 131.460938 1707397218.6611
MEM 131.460938 1707397218.7617
MEM 131.460938 1707397218.8625
MEM 131.460938 1707397218.9626
MEM 131.460938 1707397219.0632
MEM 131.460938 1707397219.1638
MEM 131.460938 1707397219.2643
MEM 131.460938 1707397219.3648
MEM 131.468750 1707397219.4654
MEM 131.468750 1707397219.5659
MEM 131.476562 1707397219.6665
MEM 131.476562 1707397219.7671
MEM 131.476562 1707397219.8676
MEM 131.476562 1707397219.9681
MEM 131.476562 1707397220.0687
MEM 131.476562 1707397220.1693
MEM 131.476562 1707397220.2695
MEM 131.476562 1707397220.3700
MEM 131.476562 1707397220.4702
MEM 131.476562 1707397220.5708
MEM 131.476562 1707397220.6717
MEM 131.476562 1707397220.7722
MEM 131.476562 1707397220.8727
MEM 131.476562 1707397220.9732
MEM 131.476562 1707397221.0734
MEM 131.476562 1707397221.1740
MEM 131.476562 1707397221.2746
MEM 131.476562 1707397221.3751
MEM 131.476562 1707397221.4757
MEM 131.476562 1707397221.5760
MEM 131.476562 1707397221.6766
MEM 131.476562 1707397221.7772
MEM 131.476562 1707397221.8777
MEM 131.476562 1707397221.9782
MEM 131.476562 1707397222.0788
MEM 131.476562 1707397222.1793
MEM 131.476562 1707397222.2799
MEM 131.476562 1707397222.3804
MEM 131.476562 1707397222.4810
MEM 131.476562 1707397222.5816
MEM 131.476562 1707397222.6821
MEM 131.476562 1707397222.7827
MEM 131.476562 1707397222.8832
MEM 131.476562 1707397222.9838
MEM 131.476562 1707397223.0844
MEM 131.476562 1707397223.1849
MEM 131.476562 1707397223.2855
MEM 131.476562 1707397223.3860
MEM 131.476562 1707397223.4867
MEM 131.476562 1707397223.5871
MEM 131.476562 1707397223.6876
MEM 131.476562 1707397223.7882
MEM 131.476562 1707397223.8887
MEM 131.476562 1707397223.9892
MEM 131.476562 1707397224.0894
MEM 131.476562 1707397224.1900
MEM 131.476562 1707397224.2905
MEM 131.476562 1707397224.3910
MEM 131.476562 1707397224.4916
MEM 131.476562 1707397224.5921
MEM 131.476562 1707397224.6927
MEM 131.476562 1707397224.7933
MEM 131.476562 1707397224.8938
MEM 131.476562 1707397224.9940
MEM 131.476562 1707397225.0946
MEM 131.476562 1707397225.1950
MEM 131.476562 1707397225.2957
MEM 131.476562 1707397225.3960
MEM 131.476562 1707397225.4965
MEM 131.476562 1707397225.5972
MEM 131.476562 1707397225.6974
MEM 131.476562 1707397225.7980
MEM 131.476562 1707397225.8982
MEM 131.476562 1707397225.9987
MEM 131.476562 1707397226.0993
MEM 131.476562 1707397226.1999
MEM 131.476562 1707397226.3004
MEM 131.476562 1707397226.4010
MEM 131.476562 1707397226.5020
MEM 131.476562 1707397226.6025
MEM 131.476562 1707397226.7030
MEM 131.476562 1707397226.8034
MEM 131.476562 1707397226.9040
MEM 131.476562 1707397227.0045
MEM 131.476562 1707397227.1051
MEM 131.476562 1707397227.2056
MEM 131.476562 1707397227.3062
MEM 131.476562 1707397227.4068
MEM 131.476562 1707397227.5071
MEM 131.476562 1707397227.6077
MEM 131.476562 1707397227.7087
MEM 131.476562 1707397227.8093
MEM 131.476562 1707397227.9098
MEM 131.476562 1707397228.0104
MEM 131.476562 1707397228.1110
MEM 131.476562 1707397228.2115
MEM 131.476562 1707397228.3122
MEM 131.476562 1707397228.4127
MEM 131.476562 1707397228.5133
MEM 131.476562 1707397228.6138
MEM 131.476562 1707397228.7144
MEM 131.476562 1707397228.8149
MEM 131.476562 1707397228.9151
MEM 131.476562 1707397229.0156
MEM 131.476562 1707397229.1162
MEM 131.476562 1707397229.2168
MEM 131.476562 1707397229.3174
MEM 131.476562 1707397229.4180
MEM 131.476562 1707397229.5185
MEM 131.476562 1707397229.6191
MEM 131.476562 1707397229.7198
MEM 131.476562 1707397229.8204
MEM 131.476562 1707397229.9211
MEM 131.476562 1707397230.0216
MEM 131.476562 1707397230.1219
MEM 131.476562 1707397230.2224
MEM 131.476562 1707397230.3230
MEM 131.476562 1707397230.4234
MEM 131.476562 1707397230.5240
MEM 131.476562 1707397230.6245
MEM 131.476562 1707397230.7251
MEM 131.476562 1707397230.8258
MEM 131.476562 1707397230.9263
MEM 131.476562 1707397231.0268
MEM 131.476562 1707397231.1273
MEM 131.476562 1707397231.2280
MEM 131.476562 1707397231.3285
MEM 131.476562 1707397231.4292
MEM 131.476562 1707397231.5297
MEM 131.476562 1707397231.6304
MEM 131.476562 1707397231.7309
MEM 131.476562 1707397231.8315
MEM 131.476562 1707397231.9320
MEM 131.476562 1707397232.0325
MEM 131.476562 1707397232.1331
MEM 131.476562 1707397232.2336
MEM 131.476562 1707397232.3342
MEM 131.476562 1707397232.4348
MEM 131.476562 1707397232.5354
MEM 131.476562 1707397232.6359
MEM 131.476562 1707397232.7365
MEM 131.476562 1707397232.8370
MEM 131.476562 1707397232.9376
MEM 131.476562 1707397233.0381
MEM 131.476562 1707397233.1387
MEM 131.476562 1707397233.2389
MEM 131.476562 1707397233.3395
MEM 131.476562 1707397233.4401
MEM 131.476562 1707397233.5406
MEM 131.476562 1707397233.6413
MEM 131.476562 1707397233.7419
MEM 131.476562 1707397233.8423
MEM 131.476562 1707397233.9429
MEM 131.476562 1707397234.0434
MEM 131.476562 1707397234.1440
MEM 131.476562 1707397234.2446
MEM 131.476562 1707397234.3451
MEM 131.476562 1707397234.4457
MEM 131.476562 1707397234.5462
MEM 131.476562 1707397234.6468
MEM 131.476562 1707397234.7474
MEM 131.476562 1707397234.8479
MEM 131.691406 1707397234.9485
MEM 132.066406 1707397235.0490
MEM 132.066406 1707397235.1496
MEM 132.066406 1707397235.2503
MEM 132.066406 1707397235.3508
MEM 132.066406 1707397235.4513
MEM 132.257812 1707397235.5518
MEM 134.750000 1707397235.6523
MEM 134.750000 1707397235.7528
MEM 134.750000 1707397235.8534
MEM 134.750000 1707397235.9537
MEM 134.750000 1707397236.0542
MEM 134.750000 1707397236.1553
MEM 134.750000 1707397236.2558
MEM 134.750000 1707397236.3564
MEM 134.750000 1707397236.4569
MEM 134.750000 1707397236.5574
MEM 133.554688 1707397236.6580
MEM 133.558594 1707397236.7585
MEM 133.558594 1707397236.8592
MEM 133.558594 1707397236.9598
MEM 133.558594 1707397237.0603
MEM 133.558594 1707397237.1609
MEM 133.558594 1707397237.2664
MEM 133.558594 1707397237.3675
MEM 133.558594 1707397237.4680
MEM 133.558594 1707397237.5686
MEM 133.558594 1707397237.6692
MEM 133.558594 1707397237.7697
MEM 133.558594 1707397237.8702
MEM 133.558594 1707397237.9708
MEM 133.558594 1707397238.0713
MEM 133.558594 1707397238.1718
MEM 133.558594 1707397238.2720
MEM 133.558594 1707397238.3726
MEM 133.558594 1707397238.4732
MEM 133.558594 1707397238.5738
MEM 133.558594 1707397238.6744
MEM 133.558594 1707397238.7749
MEM 133.558594 1707397238.8755
MEM 133.558594 1707397238.9761
MEM 133.558594 1707397239.0766
MEM 133.558594 1707397239.1771
MEM 133.562500 1707397239.2777
MEM 133.562500 1707397239.3782
MEM 133.566406 1707397239.4788
MEM 133.566406 1707397239.5930
MEM 133.566406 1707397239.6941
MEM 133.566406 1707397239.7946
MEM 133.566406 1707397239.8953
MEM 133.566406 1707397239.9959
MEM 133.566406 1707397240.0964
MEM 133.566406 1707397240.1969
MEM 133.566406 1707397240.2974
MEM 133.566406 1707397240.3979
MEM 133.566406 1707397240.4983
MEM 133.566406 1707397240.5989
MEM 133.566406 1707397240.6994
MEM 133.566406 1707397240.7999
MEM 133.566406 1707397240.9004
MEM 133.566406 1707397241.0010
MEM 133.566406 1707397241.1017
MEM 133.566406 1707397241.2023
MEM 133.566406 1707397241.3029
MEM 133.566406 1707397241.4034
MEM 133.566406 1707397241.5041
MEM 133.566406 1707397241.6046
MEM 133.566406 1707397241.7052
MEM 133.566406 1707397241.8057
MEM 133.566406 1707397241.9063
MEM 133.566406 1707397242.0068
MEM 133.566406 1707397242.1075
MEM 133.566406 1707397242.2080
MEM 133.566406 1707397242.3085
MEM 133.566406 1707397242.4095
MEM 133.566406 1707397242.5097
MEM 133.566406 1707397242.6102
MEM 133.566406 1707397242.7108
MEM 133.566406 1707397242.8114
MEM 133.566406 1707397242.9117
MEM 133.566406 1707397243.0123
MEM 133.566406 1707397243.1130
MEM 133.566406 1707397243.2136
MEM 133.566406 1707397243.3143
MEM 133.566406 1707397243.4149
MEM 133.566406 1707397243.5155
MEM 133.566406 1707397243.6161
MEM 133.566406 1707397243.7167
MEM 133.566406 1707397243.8174
MEM 133.566406 1707397243.9179
MEM 133.566406 1707397244.0185
MEM 133.566406 1707397244.1190
MEM 133.566406 1707397244.2195
MEM 133.566406 1707397244.3202
MEM 133.566406 1707397244.4207
MEM 133.566406 1707397244.5212
MEM 133.566406 1707397244.6218
MEM 133.566406 1707397244.7224
MEM 133.566406 1707397244.8229
MEM 133.566406 1707397244.9235
